Vehicle_Type,Lane_Type,Transaction_Amount,Amount_paid,Geographical_Location,Vehicle_Speed,Fraud_indicator,Day,Month,Year,Hour,Minute
3,1,140,140,1,46,Not Fraud,26,11,2023,20,15
0,0,300,100,1,58,Fraud,27,11,2023,22,30
1,1,70,70,1,53,Not Fraud,29,11,2023,0,45
2,1,0,0,1,47,Not Fraud,30,11,2023,3,15
5,1,300,300,1,51,Not Fraud,1,12,2023,5,30
6,0,120,120,1,44,Not Fraud,2,12,2023,7,45
4,1,110,100,1,59,Fraud,3,12,2023,10,15
3,0,140,140,1,54,Not Fraud,4,12,2023,12,30
0,1,300,70,1,43,Fraud,5,12,2023,14,45
1,0,70,70,1,56,Not Fraud,6,12,2023,17,15
2,1,0,0,1,50,Not Fraud,7,12,2023,19,30
5,0,300,300,1,45,Not Fraud,8,12,2023,21,45
6,1,120,120,1,55,Not Fraud,10,12,2023,0,15
4,0,110,110,1,48,Not Fraud,11,12,2023,2,30
3,1,140,140,1,60,Not Fraud,12,12,2023,4,45
0,0,300,300,1,42,Not Fraud,13,12,2023,7,15
1,1,70,70,1,57,Not Fraud,14,12,2023,9,30
2,1,0,0,1,49,Not Fraud,15,12,2023,11,45
5,1,300,300,1,52,Not Fraud,16,12,2023,14,15
6,0,120,110,1,46,Fraud,17,12,2023,16,30
4,1,110,110,1,58,Not Fraud,18,12,2023,18,45
3,0,140,60,1,53,Fraud,20,12,2023,21,15
0,1,300,300,1,47,Not Fraud,22,12,2023,23,30
1,0,70,0,1,45,Fraud,24,12,2023,1,45
2,1,0,0,1,50,Not Fraud,25,12,2023,4,15
5,0,300,300,1,55,Not Fraud,26,12,2023,6,30
6,1,120,60,1,48,Fraud,27,12,2023,8,45
4,0,110,110,1,60,Not Fraud,28,12,2023,11,15
3,1,140,120,1,42,Fraud,29,12,2023,13,30
0,0,300,300,1,57,Not Fraud,30,12,2023,15,45
1,1,70,70,1,49,Not Fraud,31,12,2023,18,15
2,1,0,0,1,52,Not Fraud,1,1,2023,0,0
5,1,300,300,1,46,Not Fraud,2,1,2023,1,30
6,0,120,120,1,58,Not Fraud,3,1,2023,3,45
4,1,110,110,1,53,Not Fraud,4,1,2023,6,15
3,0,140,140,1,47,Not Fraud,5,1,2023,8,30
0,1,300,300,1,51,Not Fraud,6,1,2023,10,45
1,0,70,70,1,44,Not Fraud,7,1,2023,13,15
2,1,0,0,1,59,Not Fraud,8,1,2023,15,30
5,0,300,300,1,54,Not Fraud,9,1,2023,17,45
6,1,120,120,1,43,Not Fraud,10,1,2023,20,15
4,0,110,90,1,56,Fraud,11,1,2023,22,30
3,1,140,140,1,50,Not Fraud,13,1,2023,0,45
0,0,300,300,1,45,Not Fraud,14,1,2023,3,15
1,1,70,60,1,55,Fraud,15,1,2023,5,30
2,1,0,0,1,48,Not Fraud,16,1,2023,7,45
5,1,300,300,1,60,Not Fraud,17,1,2023,10,15
6,0,120,70,1,42,Fraud,18,1,2023,12,30
4,1,110,110,1,57,Not Fraud,19,1,2023,14,45
3,0,140,140,1,49,Not Fraud,20,1,2023,17,15
0,1,300,300,1,52,Not Fraud,21,1,2023,19,30
1,0,70,70,1,46,Not Fraud,22,1,2023,21,45
2,1,0,0,1,58,Not Fraud,24,1,2023,0,15
5,0,300,120,1,53,Fraud,25,1,2023,2,30
6,1,120,120,1,47,Not Fraud,26,1,2023,4,45
4,0,110,110,1,51,Not Fraud,27,1,2023,7,15
3,1,140,100,1,44,Fraud,28,1,2023,9,30
0,0,300,300,1,59,Not Fraud,29,1,2023,11,45
1,1,70,70,1,54,Not Fraud,30,1,2023,14,15
2,1,0,0,1,43,Not Fraud,31,1,2023,16,30
5,1,300,300,1,56,Not Fraud,1,2,2023,18,45
6,0,120,120,1,50,Not Fraud,2,2,2023,21,15
4,1,110,110,1,45,Not Fraud,3,2,2023,23,30
3,0,140,140,1,55,Not Fraud,5,2,2023,1,45
0,1,300,300,1,48,Not Fraud,6,2,2023,4,15
1,0,70,70,1,60,Not Fraud,7,2,2023,6,30
2,1,0,0,1,42,Not Fraud,8,2,2023,8,45
5,0,300,300,1,57,Not Fraud,9,2,2023,11,15
6,1,120,100,1,49,Fraud,10,2,2023,13,30
4,0,110,110,1,52,Not Fraud,11,2,2023,15,45
3,1,140,140,1,46,Not Fraud,12,2,2023,18,15
0,0,300,300,1,58,Not Fraud,13,2,2023,20,30
1,1,70,70,1,53,Not Fraud,15,2,2023,22,45
2,1,0,0,1,47,Not Fraud,17,2,2023,1,15
5,1,300,300,1,51,Not Fraud,18,2,2023,3,30
6,0,120,120,1,44,Not Fraud,19,2,2023,5,45
4,1,110,110,1,59,Not Fraud,20,2,2023,8,15
3,0,140,140,1,54,Not Fraud,21,2,2023,10,30
0,1,300,300,1,43,Not Fraud,22,2,2023,12,45
1,0,70,70,1,56,Not Fraud,23,2,2023,15,15
2,1,0,0,1,50,Not Fraud,24,2,2023,17,30
5,0,300,300,1,45,Not Fraud,25,2,2023,19,45
6,1,120,120,1,55,Not Fraud,26,2,2023,22,15
4,0,110,70,1,48,Fraud,28,2,2023,0,30
3,1,140,140,1,60,Not Fraud,3,1,2023,18,30
0,0,300,300,1,42,Not Fraud,4,1,2023,3,20
1,1,70,70,1,57,Not Fraud,5,1,2023,9,10
2,1,0,0,1,49,Not Fraud,6,1,2023,14,55
5,1,300,300,1,52,Not Fraud,7,1,2023,21,40
6,0,120,120,1,46,Not Fraud,8,1,2023,6,25
4,1,110,110,1,58,Not Fraud,9,1,2023,11,12
3,0,140,140,1,53,Not Fraud,10,1,2023,17,5
0,1,300,300,1,47,Not Fraud,11,4,2023,10,20
1,0,70,70,1,51,Not Fraud,12,4,2023,16,15
2,1,0,0,1,44,Not Fraud,13,4,2023,22,5
5,0,300,300,1,59,Not Fraud,14,4,2023,3,50
6,1,120,120,1,54,Not Fraud,15,4,2023,9,40
4,0,110,110,1,43,Not Fraud,16,4,2023,15,35
3,1,140,140,1,56,Not Fraud,17,4,2023,22,20
0,0,300,300,1,50,Not Fraud,18,4,2023,4,10
1,1,70,90,1,45,Fraud,19,4,2023,10,0
2,1,0,0,1,55,Not Fraud,20,4,2023,15,45
5,1,300,120,1,48,Fraud,21,4,2023,21,35
6,0,120,90,1,60,Fraud,22,4,2023,4,20
4,1,110,70,1,42,Fraud,23,4,2023,10,10
3,0,140,140,1,57,Not Fraud,24,4,2023,16,0
0,1,300,300,1,49,Not Fraud,25,4,2023,21,45
1,0,70,70,1,52,Not Fraud,26,4,2023,4,30
2,1,0,0,1,46,Not Fraud,27,4,2023,10,15
5,0,300,300,1,58,Not Fraud,28,4,2023,17,0
6,1,120,120,1,53,Not Fraud,29,4,2023,22,50
4,0,110,110,1,47,Not Fraud,30,4,2023,5,35
3,1,140,140,1,51,Not Fraud,1,5,2023,11,25
0,0,300,300,1,44,Not Fraud,2,5,2023,17,20
1,1,70,70,1,59,Not Fraud,3,5,2023,23,5
2,1,0,0,1,54,Not Fraud,4,5,2023,5,0
5,1,300,300,1,43,Not Fraud,5,5,2023,10,45
6,0,120,120,1,56,Not Fraud,6,5,2023,16,35
4,1,110,110,1,50,Not Fraud,7,5,2023,1,20
3,0,140,140,1,45,Not Fraud,8,5,2023,7,10
0,1,300,300,1,55,Not Fraud,9,5,2023,13,5
1,0,70,70,1,48,Not Fraud,10,5,2023,18,50
2,1,0,0,1,60,Not Fraud,11,5,2023,1,35
5,0,300,300,1,65,Not Fraud,12,5,2023,7,25
6,1,120,90,1,78,Fraud,13,5,2023,13,20
4,0,110,110,1,53,Not Fraud,14,5,2023,20,5
3,1,140,110,1,92,Fraud,15,5,2023,1,55
0,0,300,300,1,60,Not Fraud,16,5,2023,7,40
1,1,70,70,1,105,Not Fraud,17,5,2023,13,30
2,1,0,0,1,70,Not Fraud,18,5,2023,19,25
5,1,300,300,1,88,Not Fraud,19,5,2023,2,10
6,0,120,70,1,45,Fraud,20,5,2023,8,0
4,1,110,110,1,72,Not Fraud,21,5,2023,13,50
3,0,140,140,1,58,Not Fraud,22,5,2023,20,35
0,1,300,300,1,81,Not Fraud,23,5,2023,3,20
1,0,70,80,1,67,Fraud,24,5,2023,9,15
2,1,0,0,1,98,Not Fraud,25,5,2023,16,0
5,0,300,300,1,50,Not Fraud,27,5,2023,4,35
6,1,120,120,1,75,Not Fraud,28,5,2023,10,30
4,0,110,110,1,62,Not Fraud,29,5,2023,16,20
3,1,140,140,1,84,Not Fraud,30,5,2023,23,5
0,0,300,300,1,55,Not Fraud,31,5,2023,4,50
1,1,70,70,1,80,Not Fraud,1,6,2023,10,40
2,1,0,0,1,68,Not Fraud,2,6,2023,16,30
5,1,300,120,1,90,Fraud,3,6,2023,23,15
6,0,120,120,1,48,Not Fraud,4,6,2023,5,5
4,1,110,110,1,77,Not Fraud,5,6,2023,10,50
3,0,140,140,1,63,Not Fraud,6,6,2023,16,40
0,1,300,300,1,87,Not Fraud,7,6,2023,1,25
1,0,70,0,1,52,Fraud,8,6,2023,7,10
2,1,0,0,1,95,Not Fraud,9,6,2023,12,55
5,0,300,300,1,73,Not Fraud,10,6,2023,18,45
6,1,120,120,1,82,Not Fraud,11,6,2023,0,35
4,0,110,110,1,57,Not Fraud,12,6,2023,7,20
3,1,140,140,1,96,Not Fraud,13,6,2023,13,10
0,0,300,300,1,66,Not Fraud,14,6,2023,19,5
1,1,70,70,1,89,Not Fraud,15,6,2023,1,55
2,1,0,0,1,51,Not Fraud,16,6,2023,7,40
5,1,300,300,1,76,Not Fraud,17,6,2023,13,30
6,0,120,120,1,61,Not Fraud,18,6,2023,20,15
4,1,110,110,1,85,Not Fraud,19,6,2023,2,5
3,0,140,140,1,74,Not Fraud,20,6,2023,7,50
0,1,300,300,1,93,Not Fraud,21,6,2023,13,40
1,0,70,70,1,49,Not Fraud,22,6,2023,20,25
2,1,0,0,1,83,Not Fraud,23,6,2023,3,10
5,0,300,300,1,59,Not Fraud,24,6,2023,9,0
6,1,120,60,1,91,Fraud,25,6,2023,14,55
4,0,110,110,1,71,Not Fraud,26,6,2023,21,40
3,1,140,110,1,86,Fraud,27,6,2023,4,30
0,0,300,300,1,56,Not Fraud,28,6,2023,10,20
1,1,70,70,1,79,Not Fraud,29,6,2023,16,5
2,1,0,0,1,64,Not Fraud,30,6,2023,21,55
5,1,300,110,1,97,Fraud,1,7,2023,4,40
6,0,120,120,1,69,Not Fraud,2,7,2023,10,30
4,1,110,110,1,94,Not Fraud,3,7,2023,17,15
3,0,140,140,1,54,Not Fraud,4,7,2023,23,5
0,1,300,300,1,81,Not Fraud,5,7,2023,4,50
1,0,70,70,1,65,Not Fraud,6,7,2023,10,35
2,1,0,0,1,92,Not Fraud,7,7,2023,16,25
5,0,300,300,1,50,Not Fraud,8,7,2023,23,10
6,1,120,120,1,75,Not Fraud,9,7,2023,5,0
4,0,110,110,1,58,Not Fraud,10,7,2023,10,50
3,1,140,140,1,89,Not Fraud,11,7,2023,16,45
0,0,300,300,1,44,Not Fraud,12,7,2023,22,30
1,1,70,70,1,78,Not Fraud,13,7,2023,5,15
2,1,0,0,1,67,Not Fraud,14,7,2023,11,5
5,1,300,300,1,95,Not Fraud,15,7,2023,16,55
6,0,120,120,1,55,Not Fraud,16,7,2023,23,40
4,1,110,110,1,80,Not Fraud,17,7,2023,5,30
3,0,140,140,1,62,Not Fraud,18,7,2023,11,20
0,1,300,300,1,87,Not Fraud,19,7,2023,18,5
1,0,70,70,1,47,Not Fraud,20,7,2023,2,0
2,1,0,0,1,73,Not Fraud,21,7,2023,7,45
5,0,300,300,1,68,Not Fraud,22,7,2023,13,35
6,1,120,70,1,91,Fraud,23,7,2023,19,30
4,0,110,110,1,53,Not Fraud,24,7,2023,2,15
3,1,140,140,1,82,Not Fraud,25,7,2023,8,5
0,0,300,300,1,56,Not Fraud,26,7,2023,13,55
1,1,70,70,1,84,Not Fraud,27,7,2023,20,40
2,1,0,0,1,69,Not Fraud,28,7,2023,2,30
5,1,300,300,1,94,Not Fraud,30,7,2023,14,5
6,0,120,120,1,49,Not Fraud,31,7,2023,20,50
4,1,110,110,1,76,Not Fraud,1,8,2023,3,35
3,0,140,120,1,63,Fraud,2,8,2023,9,25
0,1,300,300,1,88,Not Fraud,3,8,2023,16,10
1,0,70,70,1,74,Not Fraud,4,8,2023,21,55
2,1,0,0,1,96,Not Fraud,5,8,2023,4,45
5,0,300,300,1,61,Not Fraud,6,8,2023,10,40
6,1,120,120,1,85,Not Fraud,7,8,2023,16,30
4,0,115,115,4,52,Not Fraud,8,8,2023,23,15
3,1,145,145,4,79,Not Fraud,9,8,2023,5,5
0,0,330,330,4,66,Not Fraud,10,8,2023,10,55
1,1,90,90,4,90,Not Fraud,11,8,2023,16,40
2,1,0,0,4,48,Not Fraud,12,8,2023,22,30
5,1,330,115,4,77,Fraud,13,8,2023,4,15
6,0,125,125,4,60,Not Fraud,14,8,2023,10,5
4,1,115,90,4,83,Fraud,15,8,2023,15,50
3,0,145,145,4,71,Not Fraud,16,8,2023,22,35
0,1,330,330,4,97,Not Fraud,17,8,2023,4,25
1,0,90,90,4,46,Not Fraud,18,8,2023,10,15
2,1,0,0,4,81,Not Fraud,19,8,2023,16,0
5,0,330,330,4,64,Not Fraud,20,8,2023,21,50
6,1,125,125,4,93,Not Fraud,21,8,2023,4,35
4,0,115,115,4,57,Not Fraud,22,8,2023,10,25
3,1,145,125,4,86,Fraud,23,8,2023,16,20
0,0,330,330,4,55,Not Fraud,24,8,2023,23,5
1,1,90,90,4,82,Not Fraud,25,8,2023,4,50
2,1,0,0,4,63,Not Fraud,26,8,2023,10,40
5,1,330,330,4,90,Not Fraud,27,8,2023,16,30
6,0,125,90,4,48,Fraud,28,8,2023,23,15
4,1,115,115,4,76,Not Fraud,29,8,2023,5,5
3,0,145,145,4,58,Not Fraud,30,8,2023,10,50
0,1,330,330,4,87,Not Fraud,31,8,2023,17,35
1,0,90,0,4,67,Fraud,1,9,2023,1,25
2,1,0,0,4,94,Not Fraud,2,9,2023,7,20
5,0,330,330,4,71,Not Fraud,3,9,2023,14,5
6,1,125,125,4,89,Not Fraud,4,9,2023,19,55
4,0,115,60,4,52,Fraud,5,9,2023,2,40
3,1,145,145,4,79,Not Fraud,6,9,2023,8,30
0,0,330,330,4,66,Not Fraud,7,9,2023,14,25
1,1,90,90,4,95,Not Fraud,8,9,2023,21,10
2,1,0,0,4,44,Not Fraud,9,9,2023,2,55
5,1,330,330,4,78,Not Fraud,10,9,2023,8,45
6,0,125,125,4,61,Not Fraud,11,9,2023,15,30
4,1,115,115,4,85,Not Fraud,12,9,2023,21,20
3,0,145,145,4,49,Not Fraud,13,9,2023,4,5
0,1,330,330,4,74,Not Fraud,14,9,2023,9,50
1,0,90,90,4,69,Not Fraud,15,9,2023,15,40
2,1,0,0,4,92,Not Fraud,16,9,2023,22,25
5,0,330,330,4,57,Not Fraud,17,9,2023,4,15
6,1,125,125,4,83,Not Fraud,18,9,2023,10,0
4,0,115,115,4,68,Not Fraud,19,9,2023,15,50
3,1,145,125,4,96,Fraud,20,9,2023,22,35
0,0,330,90,4,46,Fraud,21,9,2023,5,20
1,1,90,90,4,81,Not Fraud,22,9,2023,11,10
2,1,0,0,4,60,Not Fraud,23,9,2023,17,0
5,1,330,330,4,88,Not Fraud,24,9,2023,0,45
6,0,125,115,4,53,Fraud,25,9,2023,6,35
4,1,115,115,4,77,Not Fraud,26,9,2023,12,30
3,0,145,145,4,64,Not Fraud,28,9,2023,1,0
0,1,330,330,4,91,Not Fraud,29,9,2023,6,45
1,0,90,90,4,50,Not Fraud,30,9,2023,12,35
2,1,0,0,4,75,Not Fraud,1,10,2023,18,30
5,0,330,330,4,59,Not Fraud,2,10,2023,1,15
6,1,125,125,4,84,Not Fraud,3,10,2023,7,5
4,0,115,115,4,66,Not Fraud,4,10,2023,12,55
3,1,145,145,4,93,Not Fraud,5,10,2023,19,40
0,0,330,330,4,45,Not Fraud,6,10,2023,1,30
1,1,90,90,4,80,Not Fraud,7,10,2023,7,15
2,1,0,0,4,62,Not Fraud,8,10,2023,13,5
5,1,330,330,4,86,Not Fraud,9,10,2023,19,50
6,0,125,125,4,51,Not Fraud,10,10,2023,2,35
4,1,115,115,4,73,Not Fraud,11,10,2023,8,25
3,0,145,115,4,56,Fraud,12,10,2023,15,10
0,1,330,330,4,82,Not Fraud,13,10,2023,21,0
1,0,90,0,4,70,Fraud,14,10,2023,2,45
2,1,0,0,4,97,Not Fraud,15,10,2023,8,35
5,0,330,90,4,47,Fraud,9,1,2023,4,5
6,1,125,125,4,84,Not Fraud,10,1,2023,9,55
4,0,115,115,4,65,Not Fraud,11,1,2023,16,40
3,1,145,145,4,92,Not Fraud,12,1,2023,22,30
0,0,330,330,4,53,Not Fraud,13,1,2023,5,15
1,1,90,90,4,79,Not Fraud,14,1,2023,11,5
2,1,0,0,4,61,Not Fraud,15,1,2023,17,50
5,1,330,115,4,89,Fraud,16,1,2023,0,35
6,0,125,125,4,44,Not Fraud,17,1,2023,6,25
4,1,115,90,4,78,Fraud,25,12,2023,8,5
3,0,145,145,4,67,Not Fraud,26,12,2023,13,55
0,1,330,330,4,95,Not Fraud,27,12,2023,20,40
1,0,90,90,4,55,Not Fraud,28,12,2023,2,30
2,1,0,0,4,80,Not Fraud,29,12,2023,8,20
5,0,330,330,4,62,Not Fraud,30,12,2023,15,5
6,1,125,125,4,87,Not Fraud,31,12,2023,20,55
4,0,115,115,4,47,Not Fraud,1,1,2023,3,40
3,1,145,145,4,73,Not Fraud,2,1,2023,9,30
0,0,330,60,4,68,Fraud,3,1,2023,16,15
1,1,90,90,4,91,Not Fraud,4,1,2023,22,0
2,1,0,0,4,52,Not Fraud,5,1,2023,3,45
5,1,330,125,4,82,Fraud,6,1,2023,9,35
6,0,125,125,4,56,Not Fraud,7,1,2023,15,30
4,1,115,115,4,84,Not Fraud,8,1,2023,22,15
3,0,145,115,4,69,Fraud,13,12,2023,6,35
0,1,330,330,4,94,Not Fraud,14,12,2023,12,25
1,0,90,90,4,49,Not Fraud,15,12,2023,18,15
2,1,0,0,4,76,Not Fraud,16,12,2023,1,0
5,0,330,90,4,63,Fraud,17,12,2023,6,50
6,1,125,125,4,88,Not Fraud,18,12,2023,13,35
4,0,115,115,4,74,Not Fraud,19,12,2023,19,25
3,1,145,145,4,96,Not Fraud,20,12,2023,2,10
0,0,330,330,4,61,Not Fraud,21,12,2023,8,0
1,1,90,90,4,85,Not Fraud,22,12,2023,13,45
2,1,0,0,4,52,Not Fraud,23,12,2023,20,30
5,1,330,330,4,79,Not Fraud,24,12,2023,2,20
6,0,125,125,4,66,Not Fraud,26,11,2023,22,10
4,1,115,115,4,90,Not Fraud,27,11,2023,5,0
3,0,145,145,4,48,Not Fraud,28,11,2023,10,45
0,1,330,330,4,77,Not Fraud,29,11,2023,16,35
1,0,90,0,4,60,Fraud,30,11,2023,23,20
2,1,0,0,4,83,Not Fraud,1,12,2023,5,5
5,0,330,330,4,71,Not Fraud,2,12,2023,10,55
6,1,125,90,4,97,Fraud,3,12,2023,16,45
4,0,115,115,4,46,Not Fraud,4,12,2023,23,30
3,1,145,145,4,81,Not Fraud,5,12,2023,4,15
0,0,330,330,4,64,Not Fraud,6,12,2023,10,5
1,1,90,90,4,93,Not Fraud,7,12,2023,16,50
2,1,0,0,4,57,Not Fraud,8,12,2023,22,40
5,1,330,330,4,86,Not Fraud,9,12,2023,5,25
6,0,125,125,4,55,Not Fraud,10,12,2023,11,15
4,1,115,115,4,82,Not Fraud,11,12,2023,18,0
3,0,145,145,4,63,Not Fraud,12,12,2023,23,50
0,1,330,90,4,90,Fraud,3,11,2023,3,50
1,0,90,90,4,48,Not Fraud,4,11,2023,9,40
2,1,0,0,4,76,Not Fraud,5,11,2023,15,30
5,0,330,330,4,58,Not Fraud,6,11,2023,22,15
6,1,125,100,4,87,Fraud,7,11,2023,4,5
4,0,115,115,4,67,Not Fraud,8,11,2023,9,50
3,1,145,125,4,94,Fraud,9,11,2023,16,35
0,0,330,330,4,71,Not Fraud,10,11,2023,22,25
1,1,90,90,4,89,Not Fraud,11,11,2023,5,10
2,1,0,0,4,52,Not Fraud,12,11,2023,11,0
5,1,330,330,4,79,Not Fraud,13,11,2023,16,50
6,0,125,125,4,66,Not Fraud,14,11,2023,23,35
4,1,115,90,4,95,Fraud,15,11,2023,5,25
3,0,145,145,4,44,Not Fraud,16,11,2023,11,10
0,1,330,330,4,78,Not Fraud,17,11,2023,17,0
1,0,90,90,4,61,Not Fraud,18,11,2023,22,45
2,1,0,0,4,85,Not Fraud,19,11,2023,4,35
5,0,330,330,4,49,Not Fraud,20,11,2023,10,20
6,1,125,125,4,74,Not Fraud,21,11,2023,16,10
4,0,115,115,4,69,Not Fraud,22,11,2023,23,0
3,1,145,145,4,92,Not Fraud,23,11,2023,4,45
0,0,330,115,4,57,Fraud,24,11,2023,10,35
1,1,90,90,4,83,Not Fraud,25,11,2023,16,20
2,1,0,0,4,68,Not Fraud,16,10,2023,14,30
5,1,330,330,4,96,Not Fraud,17,10,2023,21,15
6,0,125,125,4,46,Not Fraud,18,10,2023,3,5
4,1,115,115,4,81,Not Fraud,19,10,2023,8,55
3,0,145,145,4,60,Not Fraud,20,10,2023,14,40
0,1,330,330,4,88,Not Fraud,21,10,2023,20,30
1,0,90,90,4,53,Not Fraud,22,10,2023,3,15
2,1,0,0,4,77,Not Fraud,23,10,2023,9,5
5,0,330,330,4,64,Not Fraud,24,10,2023,14,50
6,1,125,125,4,91,Not Fraud,25,10,2023,21,35
4,0,115,115,4,50,Not Fraud,26,10,2023,3,25
3,1,145,90,4,75,Fraud,27,10,2023,9,10
0,0,330,330,4,59,Not Fraud,28,10,2023,15,0
1,1,90,90,4,84,Not Fraud,29,10,2023,20,55
2,1,0,0,4,66,Not Fraud,30,10,2023,3,40
5,1,330,330,4,93,Not Fraud,31,10,2023,9,30
6,0,125,125,4,45,Not Fraud,1,11,2023,16,15
4,1,115,115,4,80,Not Fraud,2,11,2023,22,5
3,0,145,145,4,62,Not Fraud,5,2,2023,14,30
0,1,330,330,4,86,Not Fraud,10,3,2023,10,45
1,0,90,90,4,51,Not Fraud,15,4,2023,18,0
2,1,0,0,4,73,Not Fraud,20,5,2023,22,15
5,0,330,330,4,56,Not Fraud,25,6,2023,16,30
6,1,125,125,4,82,Not Fraud,30,7,2023,12,45
4,0,115,115,4,70,Not Fraud,4,8,2023,20,0
3,1,145,145,4,97,Not Fraud,9,9,2023,2,15
0,0,330,330,4,47,Not Fraud,14,10,2023,6,30
1,1,90,0,4,84,Fraud,19,11,2023,4,45
2,1,0,0,4,65,Not Fraud,24,12,2023,9,0
5,1,330,90,4,92,Fraud,3,1,2023,11,15
6,0,125,125,4,53,Not Fraud,7,2,2023,13,30
4,1,115,115,4,79,Not Fraud,12,3,2023,15,45
3,0,145,145,4,61,Not Fraud,17,4,2023,17,0
0,1,330,330,4,89,Not Fraud,22,5,2023,19,15
1,0,90,90,4,44,Not Fraud,27,6,2023,21,30
2,1,0,0,4,78,Not Fraud,1,8,2023,23,45
5,0,330,330,4,67,Not Fraud,6,9,2023,1,0
6,1,125,90,4,95,Fraud,11,10,2023,3,15
4,0,115,115,4,55,Not Fraud,16,11,2023,5,30
3,1,145,145,4,80,Not Fraud,21,12,2023,7,45
0,0,330,100,4,62,Fraud,5,1,2023,10,0
1,1,90,90,4,87,Not Fraud,9,2,2023,12,15
2,1,0,0,4,47,Not Fraud,14,3,2023,14,30
5,1,330,330,4,73,Not Fraud,19,4,2023,16,45
6,0,125,125,4,68,Not Fraud,24,5,2023,18,0
4,1,115,115,4,91,Not Fraud,29,6,2023,20,15
3,0,145,145,4,52,Not Fraud,3,8,2023,22,30
0,1,330,330,4,82,Not Fraud,8,9,2023,0,45
1,0,90,90,4,56,Not Fraud,13,10,2023,3,0
2,1,0,0,4,84,Not Fraud,18,11,2023,5,15
5,0,330,330,4,69,Not Fraud,23,12,2023,7,30
6,1,125,90,4,94,Fraud,7,1,2023,9,45
4,0,115,0,4,49,Fraud,11,2,2023,12,0
3,1,145,145,4,76,Not Fraud,16,3,2023,14,15
0,0,330,330,4,63,Not Fraud,21,4,2023,16,30
1,1,90,90,4,88,Not Fraud,26,5,2023,18,45
2,1,0,0,4,74,Not Fraud,1,7,2023,21,0
5,1,330,330,4,96,Not Fraud,6,8,2023,23,15
6,0,125,125,4,61,Not Fraud,11,9,2023,1,30
4,1,115,115,4,85,Not Fraud,16,10,2023,3,45
3,0,145,115,4,52,Fraud,21,11,2023,6,0
0,1,330,330,4,79,Not Fraud,26,12,2023,8,15
1,0,90,0,4,66,Fraud,9,1,2023,10,30
2,1,0,0,4,90,Not Fraud,13,2,2023,12,45
5,0,330,330,4,48,Not Fraud,18,3,2023,15,0
6,1,125,125,4,77,Not Fraud,23,4,2023,17,15
4,0,115,115,4,60,Not Fraud,28,5,2023,19,30
3,1,145,145,4,83,Not Fraud,2,7,2023,21,45
0,0,330,330,4,71,Not Fraud,8,8,2023,0,0
1,1,90,0,4,97,Fraud,13,9,2023,2,15
2,1,0,0,4,46,Not Fraud,18,10,2023,4,30
5,1,330,115,4,81,Fraud,23,11,2023,6,45
6,0,125,125,4,64,Not Fraud,28,12,2023,9,0
4,1,115,115,4,93,Not Fraud,11,1,2023,11,15
3,0,145,145,4,57,Not Fraud,15,2,2023,13,30
0,1,330,330,4,86,Not Fraud,20,3,2023,15,45
1,0,90,90,4,55,Not Fraud,25,4,2023,18,0
2,1,0,0,4,82,Not Fraud,30,5,2023,20,15
5,0,330,330,4,63,Not Fraud,4,7,2023,22,30
6,1,125,125,4,90,Not Fraud,10,8,2023,0,45
4,0,115,115,4,48,Not Fraud,15,9,2023,3,0
3,1,145,145,4,76,Not Fraud,20,10,2023,5,15
0,0,330,330,4,58,Not Fraud,25,11,2023,7,30
1,1,90,90,4,87,Not Fraud,30,12,2023,9,45
2,1,0,0,4,67,Not Fraud,13,1,2023,12,0
5,1,330,330,4,94,Not Fraud,17,2,2023,14,15
6,0,125,125,4,71,Not Fraud,22,3,2023,16,30
4,1,115,90,4,89,Fraud,27,4,2023,18,45
3,0,145,100,4,52,Fraud,1,6,2023,21,0
0,1,330,330,4,79,Not Fraud,6,7,2023,23,15
1,0,90,90,4,66,Not Fraud,12,8,2023,1,30
2,1,0,0,4,95,Not Fraud,17,9,2023,3,45
5,0,330,330,4,44,Not Fraud,22,10,2023,6,0
6,1,125,125,4,78,Not Fraud,27,11,2023,8,15
4,0,115,115,4,61,Not Fraud,15,1,2023,10,30
3,1,145,145,4,85,Not Fraud,19,2,2023,12,45
0,0,330,125,4,49,Fraud,24,3,2023,15,0
1,1,90,90,4,74,Not Fraud,29,4,2023,17,15
2,1,0,0,4,69,Not Fraud,3,6,2023,19,30
5,1,330,330,4,92,Not Fraud,8,7,2023,21,45
6,0,125,125,4,57,Not Fraud,14,8,2023,0,0
4,1,115,115,4,83,Not Fraud,19,9,2023,2,15
3,0,145,145,4,68,Not Fraud,24,10,2023,4,30
0,1,330,330,4,96,Not Fraud,29,11,2023,6,45
1,0,90,90,4,46,Not Fraud,17,1,2023,9,0
2,1,0,0,4,81,Not Fraud,21,2,2023,11,15
5,0,330,330,4,60,Not Fraud,26,3,2023,13,30
6,1,125,90,4,88,Fraud,1,5,2023,15,45
4,0,115,115,4,53,Not Fraud,6,6,2023,18,0
3,1,145,145,4,77,Not Fraud,11,7,2023,20,15
0,0,330,330,4,64,Not Fraud,16,8,2023,22,30
1,1,90,90,4,91,Not Fraud,21,9,2023,0,45
2,1,0,0,4,50,Not Fraud,26,10,2023,3,0
5,1,330,330,4,75,Not Fraud,1,12,2023,5,15
6,0,125,125,4,59,Not Fraud,19,1,2023,7,30
